frame_nr;type;score;left;top;right;bottom
158401;0;0.8013;20;3;49;49
158402;1;0.7565;29;6;45;46
158403;0;0.7729;37;3;66;49
158404;1;0.7616;49;10;65;50
158405;1;0.6764;57;10;73;50
158406;1;0.8597;69;10;85;50
158407;0;0.9164;78;9;106;55
158408;0;0.7316;87;4;121;59
158409;0;0.9977;100;11;135;66
158410;0;0.9809;114;11;149;66
158411;0;0.9138;121;18;156;73
158412;0;0.6312;135;18;170;73
158413;1;0.2206;151;22;170;70
158993;1;0.4518;151;22;170;70
158994;1;0.5310;147;15;170;72
158995;1;0.1913;142;11;170;80
158996;0;0.1219;135;18;170;73
158997;0;0.3488;129;14;171;80
158998;0;0.5808;128;11;163;66
158999;0;1.0311;121;11;156;66
159000;0;1.0238;114;11;149;66
159001;0;1.4203;114;11;149;66
159002;0;1.2200;107;11;142;66
159003;0;1.2506;107;11;142;66
159004;0;0.9381;100;11;135;66
159005;0;0.8749;100;11;135;66
159006;0;0.8952;93;11;128;66
159007;0;0.5883;95;9;124;55
159008;0;0.9952;89;9;118;55
159009;0;0.4419;87;11;121;66
159010;0;0.4362;80;4;114;59
159011;0;0.2375;73;4;107;59
159012;0;0.1502;73;4;107;59
159013;0;0.5554;72;9;101;55
159014;0;0.5390;66;4;100;59
159015;0;0.6029;59;4;93;59
159016;0;0.4951;60;9;89;55
159017;0;0.2871;52;4;87;59
159018;0;0.2872;52;4;87;59
159019;0;0.4110;45;4;80;59
159021;0;0.3471;38;4;73;59
159022;0;0.1047;38;4;73;59
159023;0;0.3061;30;-20;71;55
159024;0;0.5477;31;4;66;59
159026;1;0.2521;41;6;57;46
159027;0;0.0993;24;4;59;59
159031;0;0.1425;14;3;43;49
159035;1;0.1114;17;6;33;46
159036;0;0.0298;3;3;31;49
176330;1;0.2007;5;6;21;46
176331;0;0.4351;16;7;40;46
176332;0;0.8884;26;7;50;46
176333;0;0.4768;37;3;66;49
176334;0;0.7353;49;9;78;55
176335;1;0.7333;65;10;81;50
176336;1;0.7122;77;10;93;50
176337;0;0.5357;89;15;118;61
176338;0;0.8394;106;15;135;61
176339;0;0.3143;124;20;152;67
176340;1;0.3362;141;26;157;66
183311;1;0.3870;1;6;17;46
183312;1;0.3170;1;6;17;46
183313;1;0.0640;5;10;21;50
183314;1;0.8341;5;10;21;50
183315;1;0.2069;9;10;25;50
183316;1;0.0883;7;2;26;50
183317;1;0.3477;9;6;25;46
183319;1;0.1638;12;7;31;55
183320;1;0.6769;12;7;31;55
183321;1;0.2777;16;7;36;55
183322;1;0.2677;14;3;37;61
183323;0;0.3509;14;9;43;55
183324;1;0.4284;21;12;40;60
183325;1;0.0533;20;3;43;61
183326;0;0.0465;20;9;49;55
183327;0;0.1611;24;11;59;66
183328;0;0.5456;24;11;59;66
183329;0;0.3718;24;11;59;66
183330;1;0.4383;36;12;55;60
183331;1;0.4767;36;12;55;60
183332;0;0.5627;31;11;66;66
183333;1;0.5119;37;15;60;72
183334;1;0.8462;43;15;66;72
183335;0;0.2081;38;18;73;73
183336;0;0.1364;38;18;73;73
183337;1;0.1125;49;15;72;72
183338;0;0.0257;38;14;79;80
183339;1;0.2472;55;31;74;79
183340;0;0.2108;36;17;86;96
183341;1;0.2355;57;42;73;82
183342;0;0.1466;36;17;86;96
183343;0;0.1706;36;17;86;96
183344;0;0.5727;36;17;86;96
183345;0;0.3695;36;17;86;96
183346;0;0.2544;32;8;91;104
183347;0;0.1634;32;8;91;104
183353;0;0.0904;10;10;81;125
183354;0;0.0959;10;10;81;125
183360;1;0.2063;2;70;21;118
183361;1;0.1812;6;7;46;106
183362;1;0.1959;5;22;38;105
