frame_nr;type;score;center_x;center_y
59313;1;0.18386758416378002;4;79
80422;0;0.31145718143554124;107;58
80423;0;0.29553690002532396;103;58
80425;0;0.17242207573028;95;58
80427;0;0.10162940071196946;91;60
80428;0;0.6904067044076482;86;60
80429;0;0.618154669266657;81;60
80430;0;0.7818966154870549;81;60
80431;0;0.592126870614008;76;60
80432;0;0.5401931052026311;75;62
80433;0;0.2677777056512395;71;62
80434;0;0.26363172576995286;67;62
80435;0;0.23570909545989427;67;60
80436;0;0.7310912852105657;62;65
80437;0;0.8936461453256169;57;65
80438;1;0.6248121961899946;57;62
80439;0;0.7631142382440129;52;65
80440;0;0.2308233027276555;48;65
80441;0;0.47118809269042405;46;67
80442;1;0.34634352772914867;45;66
80445;1;0.3647847875901411;26;70
80446;0;1.0132674221810856;21;74
80447;0;0.8101254944619695;17;72
80448;1;0.767285655433769;15;73
80449;1;0.4493414267846296;12;74
80450;1;0.5277358993836592;4;74
82785;0;0.04530974672408494;99;58
82786;0;0.880298519593195;91;60
82787;0;0.940462732773737;86;60
82788;0;0.7555686478433171;81;60
82789;0;0.8153244499978581;75;67
82790;0;0.8594703917321721;67;65
82791;0;0.8275742773828069;62;65
82792;0;0.910885119896845;52;65
82793;0;0.9337939266976872;48;65
82794;1;0.4503250822373579;45;66
82796;0;1.3757792954263248;21;74
82797;0;1.0184488539514103;9;72
82798;1;0.043425987655753895;3;74
84035;1;0.03594435303890209;133;66
84040;0;0.07738664196105394;111;58
84041;0;0.6313107256707707;107;58
84042;0;0.5142449383554021;103;58
84043;0;0.09900280283065233;100;60
84044;0;0.3939439301309148;95;58
84045;0;0.7375158314523259;91;60
84046;0;0.9264588599023381;86;60
84047;0;0.7187927012261907;81;60
84048;0;0.9360397105035344;76;60
84049;0;0.7932924275216618;76;60
84052;0;0.35027959392638597;58;67
84053;0;0.7850580458459416;52;67
84054;1;0.6638967499085615;53;66
84055;1;0.9464066728898237;45;66
84056;1;0.7265130981751631;41;66
84058;1;0.6831025585480879;25;66
84059;1;1.4595956310578535;21;70
84060;0;0.701974773865656;9;72
84061;1;0.2805039390870283;4;74
85796;0;0.22558465049834642;103;58
85797;0;0.15926166818709764;99;62
85798;0;0.26700296447844896;91;62
85799;0;0.3044380192575017;87;62
85800;0;0.6670981888589421;79;62
85801;0;0.561198258858637;72;65
85802;0;0.8785516266641179;67;65
85803;0;0.7476790194329778;57;65
85804;0;1.28385629699798;52;65
85805;0;0.5388716702279607;48;65
85807;0;0.6175656561669866;23;72
85808;0;1.1884786133584537;17;72
85809;0;0.6142404322442571;7;75
86691;0;0.3138054852304021;95;62
86693;0;0.1164625530061284;91;62
86694;0;0.6530024056252995;87;62
86695;0;0.3456418757257024;87;62
86696;0;1.053837919693903;83;62
86697;0;0.4892463927087346;79;62
86698;0;0.044501269322351544;75;62
86699;0;0.42982294605346116;75;62
86700;0;0.519741559487299;71;62
86701;0;0.2968321089562932;71;62
86702;0;0.2356772665795842;67;62
86703;0;0.4954290633019963;62;65
86704;0;0.41763463066192064;62;65
86705;0;0.8248330597695867;57;65
86706;1;0.8381347164460371;57;66
86707;0;0.9006955866632024;52;70
86708;0;0.6315565352258244;52;70
86709;0;0.6427399163064519;48;70
86710;1;0.07648701518260936;45;70
86711;1;0.22651434987270336;45;70
86714;0;0.4321714882669011;24;70
86715;0;0.5672991518792668;23;72
86716;0;0.922443056565241;17;72
86717;0;0.8247922901925603;17;72
86718;0;1.203582907181696;14;75
86719;0;0.6125430111703435;7;79
95561;0;0.2121610884484807;107;62
95562;0;0.09124156282515916;103;58
95563;0;0.2026778702554265;95;62
95564;0;0.39455964611144456;91;62
95565;0;0.024391854268030255;86;65
95566;0;0.39584651039214525;79;62
95567;0;0.5204665903863469;75;62
95568;0;0.013026738625482648;71;62
95569;0;0.6753276829537908;62;65
95570;0;0.9919954781350652;57;65
95571;0;1.184767628174738;52;65
95572;0;0.7533258442697087;48;65
95573;1;0.7214257225342939;45;70
95575;1;0.21264607756816845;26;70
95576;0;1.1176592354592838;17;72
95577;1;1.0483750805207441;17;74
95578;1;0.5680784687348555;4;74
95614;0;0.4809000735101262;105;60
95615;0;0.7309552674111882;100;60
95616;0;0.6629318241891423;95;58
95617;0;0.5419065003213445;91;58
95618;0;0.2545436863717595;83;58
95619;0;0.8225319628533879;76;60
95620;0;0.662246728402094;72;60
95621;0;1.1462083105859318;67;60
95622;0;0.660083675843195;62;60
95623;0;0.8581189160165349;52;65
95624;0;1.1080616955575504;48;65
95625;1;0.6851057514496992;45;70
95627;0;0.8143821005639592;21;74
95628;1;1.0574498876877974;12;70
95629;1;0.31875736563884716;4;74
95688;0;0.05027338312240037;100;60
95689;0;0.13252308414550218;96;60
95690;0;0.46512403534026536;91;62
95691;0;0.3844471220788518;87;62
95692;0;0.299739027481989;83;62
95693;0;0.8845433239755193;79;62
95694;0;0.5050364975747624;76;65
95696;0;0.24688317821593675;67;65
95697;0;0.8910650257882634;62;65
95698;0;1.117218399506525;57;65
95699;0;0.9384707455453435;52;65
95700;0;0.7526941542443791;48;65
95701;1;0.7333363994904707;45;66
95703;1;0.5100495323487471;26;70
95704;0;0.6895151381310979;21;74
95705;0;0.8902679924783269;17;72
95706;1;0.9915005668946455;12;74
95707;1;0.21876586526119213;4;74
96110;1;0.11651505082332592;141;58
96111;0;0.16568019435973558;135;58
96112;0;0.5101725106057683;99;62
96113;0;0.3429134135064641;95;62
96114;0;0.38636889503569993;91;62
96115;0;0.24960508392424974;87;62
96116;0;0.6445980315026799;83;62
96117;0;0.19449176834197435;81;65
96118;0;0.6479906086740056;76;65
96119;0;1.0721994881448307;107;58
96120;0;1.3707131390389957;103;58
96120;0;0.9941605572518865;67;65
96121;0;1.1428493504342594;99;58
96121;0;0.8575729374703923;62;65
